trade_date,trade_count,total_pnl,avg_pnl,median_pnl,win_rate,sentiment,sentiment_score,sent_lag_1,sent_lag_3,sent_lag_7,pnl_7d_ma,sent_7d_ma,pnl_7d_std,signal,strategy_pnl,cum_strategy,cum_buyhold
2024-05-09,1,0.0,0.0,0.0,0.0,Greed,1.0,1.0,1.0,0.0,2505.830954857143,0.9285714285714286,10260.911433847528,1,0.0,29405.061799999996,342546.61086700007
2024-05-10,37,5767.161892,155.86924032432432,39.480396,0.6486486486486487,Greed,1.0,1.0,1.0,0.5,502.42179071428575,1.0,7251.213612013789,1,5767.161892,35172.223692,348313.7727590001
2024-05-11,10,678.4759280000001,67.8475928,10.511846,0.5,Neutral,0.5,1.0,1.0,1.0,-930.1508347142857,0.9285714285714286,5730.370058379441,1,678.4759280000001,35850.69962,348992.2486870001
2024-05-12,456,71574.11848800001,156.96078615789474,0.0,0.4232456140350877,Greed,1.0,0.5,1.0,1.0,9294.592377857143,0.9285714285714286,28051.165793553733,0,0.0,35850.69962,420566.3671750001
2024-06-01,22,135.58166400000002,6.16280290909091,0.0,0.4545454545454545,Greed,1.0,1.0,1.0,1.0,9305.95325757143,0.9285714285714286,28046.816291400486,1,135.58166400000002,35986.281284,420701.9488390001
2024-06-02,1088,-215.615907,-0.1981763851102941,0.0,0.1645220588235294,Greed,1.0,1.0,0.5,1.0,9275.150985142858,0.9285714285714286,28058.85569169774,1,-215.615907,35770.665377,420486.33293200005
2024-06-03,82,6814.825139,83.10762364634145,27.00537,0.8780487804878049,Greed,1.0,1.0,1.0,1.0,12107.792457714288,0.9285714285714286,26384.626742657707,1,6814.825139,42585.490516,427301.15807100007
2024-06-04,16,236.335134,14.770945875,0.0,0.25,Greed,1.0,1.0,1.0,1.0,12141.554619714287,0.9285714285714286,26366.696328578393,1,236.335134,42821.82565,427537.49320500006
2024-06-05,9,968.59038,107.62115333333333,0.0,0.4444444444444444,Extreme Greed,,1.0,1.0,1.0,11456.044403714286,0.9166666666666666,26621.19715928747,1,968.59038,43790.41603,428506.0835850001
2024-06-06,234,274.173187,1.1716802863247862,0.0,0.4273504273504273,Extreme Greed,,,1.0,0.5,11398.286869285716,1.0,26648.901601163354,0,0.0,43790.41603,428780.25677200005
2024-06-07,24,108.872178,4.53634075,0.0,0.2916666666666667,Extreme Greed,,,1.0,1.0,1188.9659678571427,1.0,2506.401121144944,0,0.0,43790.41603,428889.12895000004
2024-06-08,107,267.318048,2.4982995140186914,0.0,0.1214953271028037,Greed,1.0,,,1.0,1207.785451285714,1.0,2497.652786995842,0,0.0,43790.41603,429156.446998
2024-06-09,42,-1104.856765,-26.306113452380952,-24.855381,0.0,Extreme Greed,,1.0,,1.0,1080.7510429999998,1.0,2602.5274597938555,1,-1104.856765,42685.559265,428051.59023300005
2024-06-10,22,130.487079,5.931230863636364,0.0,0.2272727272727272,Greed,1.0,,,1.0,125.84560585714287,1.0,616.3576044730011,0,0.0,42685.559265,428182.07731200004
2024-06-11,15,2817.83723,187.8558153333333,0.0,0.4666666666666667,Greed,1.0,1.0,1.0,1.0,494.6316195714286,1.0,1194.5689097464783,1,2817.83723,45503.396495,430999.91454200004
2024-06-12,403,-92624.643895,-229.8378260421836,0.0,0.2332506203473945,Greed,1.0,1.0,,,-12875.830419714286,1.0,35185.58421362602,1,-92624.643895,-47121.2474,338375.27064700006
2024-07-01,97,-835.681235,-8.615270463917525,0.0,0.0927835051546391,Neutral,0.5,1.0,1.0,,-13034.38105142857,0.9,35118.890092889866,1,-835.681235,-47956.928635000004,337539.58941200003
2024-07-02,15,241.24212,16.082808,0.0,0.1333333333333333,Neutral,0.5,0.5,1.0,,-13015.471059714286,0.8333333333333334,35127.181332412765,0,0.0,-47956.928635000004,337780.83153200004
2024-07-04,23,0.0,0.0,0.0,0.0,Fear,0.0,0.5,1.0,1.0,-13053.659352285715,0.6666666666666666,35110.475649886575,0,0.0,-47956.928635000004,337780.83153200004
2024-07-05,18,883.537693,49.08542738888889,9.50184,0.5,Fear,0.0,0.0,0.5,,-12769.603001142856,0.5714285714285714,35231.093663369036,0,0.0,-47956.928635000004,338664.36922500003
2024-07-06,440,8902.467416,20.23288049090909,0.0,0.4,Fear,0.0,0.0,0.5,1.0,-11516.462952999998,0.42857142857142855,35915.76616782309,0,0.0,-47956.928635000004,347566.836641
2024-07-07,10,61.428942,6.1428942,4.9143155,1.0,Fear,0.0,0.0,0.0,1.0,-11910.23556557143,0.2857142857142857,35747.12943588046,0,0.0,-47956.928635000004,347628.26558300003
2024-07-08,33,188.789255,5.720886515151515,0.0,0.303030303030303,Fear,0.0,0.0,0.0,1.0,1348.8263129999998,0.14285714285714285,3368.857713778753,0,0.0,-47956.928635000004,347817.05483800004
2024-07-10,21,0.0,0.0,0.0,0.0,Fear,0.0,0.0,0.0,0.5,1468.2093465714283,0.07142857142857142,3292.4840371305986,0,0.0,-47956.928635000004,347817.05483800004
2024-07-11,113,4493.353136,39.76418704424778,3.894186,0.5309734513274337,Fear,0.0,0.0,0.0,0.5,2075.653777428571,0.0,3418.2313171224773,0,0.0,-47956.928635000004,352310.40797400003
2024-07-12,304,85906.279067,282.5864442993421,0.0,0.4309210526315789,Fear,0.0,0.0,0.0,0.0,14347.979358428569,0.0,31725.65051525987,0,0.0,-47956.928635000004,438216.687041
2024-08-01,128,-269.874439,-2.1083940546875,0.0,0.25,Neutral,0.5,0.0,0.0,0.0,14183.206196714282,0.07142857142857142,31810.11844423084,0,-0.0,-47956.928635000004,437946.812602
2024-08-02,10,770.756024,77.07560240000001,0.0,0.4,Greed,1.0,0.5,0.0,0.0,13021.533140714284,0.21428571428571427,32181.420727282275,0,0.0,-47956.928635000004,438717.568626
2024-08-03,67,4271.886236,63.7594960597015,12.4432,0.8805970149253731,Fear,0.0,1.0,0.0,0.0,13623.027039857141,0.21428571428571427,31937.236615740625,1,4271.886236,-43685.042399000005,442989.454862
2024-08-04,30,1218.4267,40.614223333333335,0.0,0.0333333333333333,Fear,0.0,0.0,0.5,0.0,13770.11810342857,0.21428571428571427,31867.34590497365,0,0.0,-43685.042399000005,444207.881562
2024-08-05,13,1.56576,0.1204430769230769,0.0,0.0769230769230769,Fear,0.0,0.0,1.0,0.0,13770.341783428568,0.21428571428571427,31867.233147504812,0,0.0,-43685.042399000005,444209.44732200005
2024-08-06,29,129.13883900000002,4.453063413793104,0.0,0.2758620689655172,Extreme Fear,,0.0,0.0,0.0,13146.882598142856,0.25,32120.66385984035,0,0.0,-43685.042399000005,444338.5861610001
2024-08-07,1,0.0,0.0,0.0,0.0,Fear,0.0,,0.0,0.0,874.5570171428571,0.25,1584.466374717647,0,0.0,-43685.042399000005,444338.5861610001
2024-08-08,9,-40.712217,-4.5235796666666666,0.0,0.0,Extreme Fear,,0.0,0.0,0.5,907.2944774285716,0.2,1559.0432097755117,0,-0.0,-43685.042399000005,444297.87394400005
2024-08-09,1,0.0,0.0,0.0,0.0,Neutral,0.5,,,1.0,797.1864740000001,0.1,1597.0477185657978,0,0.0,-43685.042399000005,444297.87394400005
2024-08-10,36,5396.546638,149.90407327777777,29.615628,0.9166666666666666,Fear,0.0,0.5,0.0,0.0,957.8522457142857,0.1,2008.4508766294125,0,0.0,-43685.042399000005,449694.42058200005
2024-08-11,39,-64.41354100000007,-1.6516292564102582,0.0,0.1538461538461538,Fear,0.0,0.0,,0.0,774.5893541428571,0.1,2039.0063275801429,0,-0.0,-43685.042399000005,449630.00704100006
2024-08-12,420,15965.933436,38.01412722857143,0.0,0.3619047619047619,Fear,0.0,0.0,0.5,0.0,3055.213307857143,0.1,6037.603429506859,0,0.0,-43685.042399000005,465595.9404770001
2024-09-01,70,-826.349863,-11.804998042857145,0.0,0.2571428571428571,Fear,0.0,0.0,0.0,,2918.714921857143,0.08333333333333333,6124.950737466529,0,-0.0,-43685.042399000005,464769.5906140001
2024-09-03,117,9949.501624,85.03847541880343,25.01825,0.8290598290598291,Fear,0.0,0.0,0.0,0.0,4340.072296714286,0.08333333333333333,6478.95820541238,0,0.0,-43685.042399000005,474719.0922380001
2024-09-04,3,0.0,0.0,0.0,0.0,Fear,0.0,0.0,0.0,,4345.888327714286,0.07142857142857142,6474.386899757051,0,0.0,-43685.042399000005,474719.0922380001
2024-09-05,28,1147.595856,40.985566285714285,0.0,0.3928571428571428,Fear,0.0,0.0,0.0,0.5,4509.8305928571435,0.0,6359.511305648599,0,0.0,-43685.042399000005,475866.6880940001
2024-09-06,17,0.0,0.0,0.0,0.0,Extreme Fear,,0.0,0.0,0.0,3738.895358857143,0.0,6558.102151365033,0,0.0,-43685.042399000005,475866.6880940001
2024-09-07,15,648.984412,43.265627466666665,37.164306,1.0,Extreme Fear,,,0.0,0.0,3840.8093521428573,0.0,6494.3810175157705,0,0.0,-43685.042399000005,476515.6725060001
2024-09-08,144,18082.071276,125.56993941666666,0.0,0.2986111111111111,Fear,0.0,,0.0,0.0,4143.114757857143,0.0,7167.253030633112,0,0.0,-43685.042399000005,494597.7437820001
2024-09-09,2,0.0,0.0,0.0,0.0,Fear,0.0,0.0,,0.0,4261.1647382857145,0.0,7078.01015733925,0,0.0,-43685.042399000005,494597.7437820001
2024-09-10,14,396.06272,28.29019428571429,0.0,0.2142857142857142,Fear,0.0,0.0,,0.0,2896.387752000001,0.0,6709.854571880307,0,0.0,-43685.042399000005,494993.8065020001
2024-09-11,86,102.90894,1.196615581395349,0.0,0.2209302325581395,Fear,0.0,0.0,0.0,0.0,2911.0890291428577,0.0,6702.5597004056135,0,0.0,-43685.042399000005,495096.7154420001
2024-09-12,539,6310.967676,11.708659881261596,0.0,0.3191094619666048,Fear,0.0,0.0,0.0,0.0,3648.713574857143,0.0,6760.010799714753,0,0.0,-43685.042399000005,501407.68311800004
2024-10-01,193,-1517.091342,-7.860576901554404,0.0,0.2124352331606217,Neutral,0.5,0.0,0.0,,3431.9862402857148,0.08333333333333333,6918.936702971854,0,-0.0,-43685.042399000005,499890.59177600004
2024-10-03,42,2482.9272,59.117314285714286,2.505,0.6904761904761905,Fear,0.0,0.5,0.0,,3693.9780671428575,0.07142857142857142,6830.144538035206,0,0.0,-43685.042399000005,502373.518976
2024-10-04,41,5207.443414,127.01081497560976,32.322,0.8780487804878049,Fear,0.0,0.0,0.0,0.0,1854.7455154285722,0.07142857142857142,2929.708830159614,0,0.0,-43685.042399000005,507580.96239
2024-10-05,22,2101.741695,95.53371340909092,0.0,0.2727272727272727,Neutral,0.5,0.0,0.5,0.0,2154.9943290000006,0.14285714285714285,2813.3326534099024,0,0.0,-43685.042399000005,509682.704085
2024-10-06,53,31.266805,0.589939716981132,0.0,0.3396226415094339,Neutral,0.5,0.5,0.0,0.0,2102.8806268571434,0.21428571428571427,2854.423790010079,0,0.0,-43685.042399000005,509713.97089
2024-10-07,56,11977.734907,213.88812333928573,59.449221,0.6785714285714286,Neutral,0.5,0.5,0.0,0.0,3799.2843364285723,0.2857142857142857,4513.955628986337,0,0.0,-43685.042399000005,521691.705797
2024-10-08,88,0.0,0.0,0.0,0.0,Neutral,0.5,0.5,0.5,0.0,2897.717525571429,0.35714285714285715,4558.710011110993,0,0.0,-43685.042399000005,521691.705797
2024-10-09,3,-219.729659,-73.24321966666666,-37.697891,0.0,Neutral,0.5,0.5,0.5,0.5,3083.0549088571433,0.35714285714285715,4371.851472475633,0,-0.0,-43685.042399000005,521471.97613799997
2024-10-10,16,0.0,0.0,0.0,0.0,Fear,0.0,0.5,0.5,0.0,2728.3510231428577,0.35714285714285715,4526.64117867079,0,0.0,-43685.042399000005,521471.97613799997
2024-10-11,173,991.114334,5.728984589595376,0.0,0.2947976878612717,Fear,0.0,0.0,0.5,0.0,2126.0182974285717,0.35714285714285715,4421.073425595906,0,0.0,-43685.042399000005,522463.09047199995
2024-10-12,1596,39325.770231,24.640206911654136,0.787791,0.5870927318295739,Neutral,0.5,0.0,0.5,0.5,7443.736659714287,0.35714285714285715,14737.420601475424,0,0.0,-43685.042399000005,561788.860703
2024-11-01,21,-164.08950099999998,-7.813785761904761,0.0,0.238095238095238,Extreme Greed,,0.5,0.0,0.5,7415.828616000001,0.3333333333333333,14753.972648301802,0,-0.0,-43685.042399000005,561624.771202
2024-11-02,34,983.443176,28.924799294117648,0.0,0.2058823529411764,Greed,1.0,,0.0,0.5,5845.2155115714295,0.4166666666666667,14772.58196917105,0,0.0,-43685.042399000005,562608.214378
2024-11-03,42,3588.179495,85.43284511904761,18.72521,0.9285714285714286,Greed,1.0,1.0,0.5,0.5,6357.812582285716,0.5,14597.165507501317,1,3588.179495,-40096.86290400001,566196.393873
2024-11-04,16,389.743164,24.35894775,0.0,0.125,Greed,1.0,1.0,,0.5,6444.880128428573,0.5833333333333334,14553.144966310872,1,389.743164,-39707.11974000001,566586.137037
2024-11-05,9,251.604742,27.956082444444444,6.001646,1.0,Greed,1.0,1.0,1.0,0.0,6480.823663000001,0.75,14534.873620831973,1,251.604742,-39455.514998000006,566837.741779
2024-11-06,123,4320.631811,35.12708789430894,0.0,0.1382113821138211,Greed,1.0,1.0,1.0,0.0,6956.469016857144,0.9166666666666666,14378.926465742377,1,4320.631811,-35134.88318700001,571158.3735900001
2024-11-07,19,1876.812082,98.77958326315787,0.0,0.4736842105263157,Extreme Greed,,1.0,1.0,0.5,1606.6178527142868,1.0,1741.9366127927124,1,1876.812082,-33258.07110500001,573035.185672
2024-11-08,24,847.7766200000001,35.32402583333334,0.0,0.1666666666666666,Extreme Greed,,,1.0,,1751.1701557142867,1.0,1607.286890165005,0,0.0,-33258.07110500001,573882.9622920001
2024-11-09,1,0.0,0.0,0.0,0.0,Extreme Greed,,,1.0,1.0,1610.6782734285723,1.0,1724.299534098008,0,0.0,-33258.07110500001,573882.9622920001
2024-11-10,26,8885.327477,341.74336450000004,232.8029795,0.6923076923076923,Extreme Greed,,,,1.0,2367.4136994285727,1.0,3236.2716130012377,0,0.0,-33258.07110500001,582768.289769
2024-11-11,373,6749.630996,18.09552545844504,0.0,0.2466487935656836,Extreme Greed,,,,1.0,3275.969104000001,1.0,3472.632549525447,0,0.0,-33258.07110500001,589517.920765
2024-11-12,1221,319051.554217,261.30348420720725,2.259711,0.7125307125307125,Extreme Greed,,,,1.0,48818.819029000006,1.0,119204.56519471755,0,0.0,-33258.07110500001,908569.4749820001
2024-12-01,7,-1925.519024,-275.0741462857143,0.0,0.0,Extreme Greed,,,,1.0,47926.511766857155,,119615.84055673706,0,-0.0,-33258.07110500001,906643.955958
2024-12-02,16,913.8817869999998,57.11761168749999,-26.696452,0.375,Extreme Greed,,,,,47788.95029614286,,119678.16282779574,0,0.0,-33258.07110500001,907557.837745
2024-12-03,8,3039.166,379.89575,16.76285,0.875,Extreme Greed,,,,,48102.00592185715,,119537.69233223908,0,0.0,-33258.07110500001,910597.003745
2024-12-04,129,-592.6458390000001,-4.594153790697676,4.032548,0.5503875968992248,Extreme Greed,,,,,48017.342230571434,,119577.64234276317,0,-0.0,-33258.07110500001,910004.357906
2024-12-05,23,0.0,0.0,0.0,0.0,Extreme Greed,,,,,46748.00973385714,,120108.24800350328,0,0.0,-33258.07110500001,910004.357906
2024-12-06,254,-21886.531493,-86.16744682283463,0.0,0.0826771653543307,Greed,1.0,,,,42657.12937828572,1.0,122167.66502366409,0,-0.0,-33258.07110500001,888117.826413
2024-12-07,19,1412.314654,74.33235021052631,0.0,0.4736842105263157,Extreme Greed,,1.0,,,-2719.9048449999996,1.0,8596.125865890963,1,1412.314654,-31845.75645100001,889530.141067
2024-12-08,48,858.6705000000001,17.88896875,0.0,0.125,Extreme Greed,,,,,-2322.163484428571,1.0,8702.758611989164,0,0.0,-31845.75645100001,890388.811567
2024-12-10,10,541.55471,54.155471,20.7155355,0.7,Extreme Greed,,,1.0,,-2375.3530668571425,1.0,8680.794258283848,0,0.0,-31845.75645100001,890930.366277
2024-12-11,171,3494.399394,20.4350841754386,0.0,0.1988304093567251,Greed,1.0,,,,-2310.3197248571423,1.0,8729.68599669446,0,0.0,-31845.75645100001,894424.765671
2024-12-12,1932,599151.795008,310.1199767122153,10.681751,0.6997929606625258,Extreme Greed,,1.0,,,83367.457539,1.0,227605.72596151955,1,599151.795008,567306.038557,1493576.5606789999
2025-01-01,96,-9528.065345,-99.25068067708334,0.0,0.3020833333333333,Greed,1.0,,,,82006.30534685715,1.0,228215.0575630968,0,-0.0,567306.038557,1484048.4953339999
2025-01-02,634,32300.205017,50.946695610410096,1.763296,0.5962145110410094,Greed,1.0,1.0,1.0,1.0,89747.26770542856,1.0,225000.07124697996,1,32300.205017,599606.243574,1516348.7003509998
2025-01-03,174,10596.108968,60.897177977011495,0.0,0.4482758620689655,Greed,1.0,1.0,,,91059.23832171429,1.0,224425.18630844072,1,10596.108968,610202.352542,1526944.8093189998
2025-01-04,192,-2202.6622420000003,-11.472199177083334,0.0,0.4583333333333333,Greed,1.0,1.0,1.0,,90621.90507285715,1.0,224633.14030372296,1,-2202.6622420000003,607999.6903,1524742.1470769998
2025-01-05,1230,54536.829297,44.338885607317074,0.0,0.4308943089430894,Greed,1.0,1.0,1.0,,98335.51572814285,1.0,221935.219896534,1,54536.829297,662536.519597,1579278.9763739998
2025-02-01,361,8716.519087,24.145482235457067,0.0,0.4570637119113573,Greed,1.0,1.0,1.0,1.0,99081.53282714286,1.0,221571.7650499164,1,8716.519087,671253.038684,1587995.495461
2025-02-02,1319,162854.759623,123.46835452843062,0.0,0.3586050037907505,Greed,1.0,1.0,1.0,,36753.384914999995,1.0,59676.144853186575,1,162854.759623,834107.798307,1750850.2550839998
